HAUL ID,Year,Date,Sea,Ices division,Predator Latin name,Predator common name,Pooled,Mean length of predator,Prey Latin name,Prey common name,Prey group,Predator ID,Number of stomachs,Prey Length,Minimum number
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H16\HAD-14745,1,,3
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H387\HAD-15108,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,71,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H389\HAD-15105,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H389\HAD-15094,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,49,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H14\HAD-14743,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H14\HAD-14744,1,,1
DUBUIT-1981-H7,1981,02/07/1981,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,41,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1981-H7\HAD-14364,1,,1
DUBUIT-1981-H7,1981,02/07/1981,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,45,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1981-H7\HAD-14365,1,,1
DUBUIT-1984-H456,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H456\HAD-15133,1,,2
DUBUIT-1984-H456,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H456\HAD-15136,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,73,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H449\HAD-15137,1,,1
DUBUIT-1984-H456,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56,PALLIOLUM STRIATUM ,MOTTLED SCALLOP,Bivalve,DUBUIT-1984-H456\HAD-15136,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,PALLIOLUM STRIATUM ,MOTTLED SCALLOP,Bivalve,DUBUIT-1984-H386\HAD-15092,1,,11
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,PALLIOLUM STRIATUM ,MOTTLED SCALLOP,Bivalve,DUBUIT-1984-H386\HAD-15100,1,,8
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,ABRA ALBA,ABRA ALBA,Bivalve,DUBUIT-1984-H386\HAD-15106,1,,6
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,ABRA ALBA,ABRA ALBA,Bivalve,DUBUIT-1984-H386\HAD-15092,1,,6
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,ABRA ALBA,ABRA ALBA,Bivalve,DUBUIT-1984-H386\HAD-15100,1,,13
DUBUIT-1984-H566,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,62,ABRA ALBA,ABRA ALBA,Bivalve,DUBUIT-1984-H566\HAD-15134,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,73,ABRA ALBA,ABRA ALBA,Bivalve,DUBUIT-1984-H449\HAD-15137,1,,14
DUBUIT-1987-H15,1987,04/05/1987,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,ABRA ALBA,ABRA ALBA,Bivalve,DUBUIT-1987-H15\HAD-14245,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H449\HAD-15132,1,,11
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,48,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H387\HAD-15101,1,,2
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,59,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H387\HAD-15109,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H449\HAD-15130,1,,45
DUBUIT-1984-H448,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,39,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H448\HAD-15140,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H386\HAD-15092,1,,5
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H386\HAD-15100,1,,3
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,67,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H386\HAD-15104,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,57,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H16\HAD-14748,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H16\HAD-14755,1,,1
DUBUIT-1984-H15,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,BIVALVIA,MOLLUSCA-BIVALVIA,Bivalve,DUBUIT-1984-H15\HAD-14757,1,,2
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,78,ASTEROIDEA,STARFISHES,Starfish,DUBUIT-1984-H387\HAD-15110,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,ASTEROIDEA,STARFISHES,Starfish,DUBUIT-1984-H386\HAD-15099,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H386\HAD-15092,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H386\HAD-15093,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H386\HAD-15106,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H389\HAD-15094,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,71,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H389\HAD-15105,1,,1
DUBUIT-1984-H448,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H448\HAD-15139,1,,1
DUBUIT-1984-H448,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,39,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H448\HAD-15140,1,,4
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,52,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H16\HAD-14742,1,,1
DUBUIT-1984-H24,1984,29/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,22,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H24\HAD-14784,1,,1
DUBUIT-1984-H303,1984,06/09/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,40,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H303\HAD-15043,1,,4
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,49,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H14\HAD-14743,1,,1
DUBUIT-1987-H15,1987,04/05/1987,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1987-H15\HAD-14245,1,,1
DUBUIT-1978-H1,1978,24/11/1978,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,36,OPHIURA ALBIDA,BRITTLE-STAR,Ophiuroid,DUBUIT-1978-H1\HAD-10098,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,OPHIURA ALBIDA,BRITTLE-STAR,Ophiuroid,DUBUIT-1984-H16\HAD-14746,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30,OPHIURA ALBIDA,BRITTLE-STAR,Ophiuroid,DUBUIT-1984-H16\HAD-14756,1,,1
DUBUIT-1984-H448,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,39,OPHIURA ALBIDA,BRITTLE-STAR,Ophiuroid,DUBUIT-1984-H448\HAD-15140,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,OPHIURA ALBIDA,BRITTLE-STAR,Ophiuroid,DUBUIT-1984-H389\HAD-15097,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,67,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H386\HAD-15104,1,,2
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,78,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H387\HAD-15110,1,,3
DUBUIT-1984-H15,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,66,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H15\HAD-14741,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,73,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H449\HAD-15137,1,,1
DUBUIT-1984-H451,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,79,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H451\HAD-15141,1,,7
DUBUIT-1984-H566,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,62,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H566\HAD-15134,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,52,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H16\HAD-14742,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H14\HAD-14758,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,DUBUIT-1984-H449\HAD-15132,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,ECHINOCYAMUS PUSILLUS,SEA URCHIN,Urchin,DUBUIT-1984-H14\HAD-14758,1,,8
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,ECHINOCYAMUS PUSILLUS,SEA URCHIN,Urchin,DUBUIT-1984-H14\HAD-14744,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30,ECHINOCYAMUS PUSILLUS,SEA URCHIN,Urchin,DUBUIT-1984-H16\HAD-14756,1,,1
DUBUIT-1984-H303,1984,06/09/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,40,ECHINOCYAMUS PUSILLUS,SEA URCHIN,Urchin,DUBUIT-1984-H303\HAD-15043,1,,5
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,ECHINOCYAMUS PUSILLUS,SEA URCHIN,Urchin,DUBUIT-1984-H386\HAD-15099,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,ECHINOCYAMUS PUSILLUS,SEA URCHIN,Urchin,DUBUIT-1984-H389\HAD-15097,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,42,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H389\HAD-15095,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,71,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H389\HAD-15105,1,,1
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H387\HAD-15108,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H386\HAD-15106,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H386\HAD-15100,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,57,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H16\HAD-14748,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H16\HAD-14746,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,73,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H449\HAD-15137,1,,1
DUBUIT-1984-H451,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,SPATANGUS PURPUREUS,PURPLE HEART URCHIN,Urchin,DUBUIT-1984-H451\HAD-15135,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30,HOLOTHUROIDEA,SEA CUCUMBERS,Holothurian,DUBUIT-1984-H16\HAD-14756,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,52,HOLOTHUROIDEA,SEA CUCUMBERS,Holothurian,DUBUIT-1984-H16\HAD-14742,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,52,THYONE FUSUS,SEA CUCUMBER,Holothurian,DUBUIT-1984-H16\HAD-14742,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,HOLOTHUROIDEA,SEA CUCUMBERS,Holothurian,DUBUIT-1984-H14\HAD-14758,1,,1
DUBUIT-1978-H1,1978,24/11/1978,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,37,ANTEDON BIFIDA,FEATHER STAR,Crinoid,DUBUIT-1978-H1\HAD-10099,1,,1
DUBUIT-1978-H1,1978,24/11/1978,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,33,ANTEDON BIFIDA,FEATHER STAR,Crinoid,DUBUIT-1978-H1\HAD-10097,1,,1
DUBUIT-1978-H1,1978,24/11/1978,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,36,ANTEDON BIFIDA,FEATHER STAR,Crinoid,DUBUIT-1978-H1\HAD-10098,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,LEPTOMETRA CELTICA,FEATHER STAR,Crinoid,DUBUIT-1984-H14\HAD-14758,1,,2
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,59,LEPTOMETRA CELTICA,FEATHER STAR,Crinoid,DUBUIT-1984-H387\HAD-15109,1,,2
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H387\HAD-15108,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H449\HAD-15132,1,,2
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,73,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H449\HAD-15137,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H389\HAD-15094,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H389\HAD-15097,1,,2
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H16\HAD-14756,1,,2
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H386\HAD-15099,1,,2
DUBUIT-1984-H303,1984,06/09/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,40,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H303\HAD-15043,1,,1
DUBUIT-1984-H566,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,62,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H566\HAD-15134,1,,1
DUBUIT-1984-H15,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H15\HAD-14757,1,,4
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H14\HAD-14758,1,,11
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H14\HAD-14744,1,,2
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H16\HAD-14745,1,,1
DUBUIT-1984-H15,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H15\HAD-14757,1,,3
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H389\HAD-15097,1,,1
DUBUIT-1984-H387,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,48,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H387\HAD-15101,1,,2
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H386\HAD-15093,1,,2
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H386\HAD-15092,1,,5
DUBUIT-1984-H456,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,33,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H456\HAD-15129,1,,6
DUBUIT-1984-H456,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H456\HAD-15133,1,,6
DUBUIT-1984-H456,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H456\HAD-15136,1,,4
DUBUIT-1984-H455,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,29,AMPHIPODA,AMPHIPODA,Amphipod,DUBUIT-1984-H455\HAD-15138,1,,1
DUBUIT-1984-H449,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,PERCARIDA-ISOPODA,ISOPODA,Isopod,DUBUIT-1984-H449\HAD-15132,1,,1
DUBUIT-1984-H566,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,62,PERCARIDA-ISOPODA,ISOPODA,Isopod,DUBUIT-1984-H566\HAD-15134,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,PERCARIDA-ISOPODA,ISOPODA,Isopod,DUBUIT-1984-H386\HAD-15093,1,,1
DUBUIT-1984-H386,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,47,PERCARIDA-ISOPODA,ISOPODA,Isopod,DUBUIT-1984-H386\HAD-15100,1,,1
DUBUIT-1984-H389,1984,22/10/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,PERCARIDA-ISOPODA,ISOPODA,Isopod,DUBUIT-1984-H389\HAD-15097,1,,1
DUBUIT-1984-H14,1984,27/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,46,MYSIDAE,MYSID SHRIMPS,Mysid,DUBUIT-1984-H14\HAD-14744,1,,1
DUBUIT-1984-H16,1984,28/04/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,53,PERACARIDA - MYSIDACEA,PERACARID CRUSTACEAN,Mysid,DUBUIT-1984-H16\HAD-14746,1,,1
DUBUIT-1984-H448,1984,02/11/1984,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,CRANGONIDAE,CRANGONID(BROWN)SHRIMPS,Shrimp,DUBUIT-1984-H448\HAD-15139,1,,1
